label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
help,0.0,0.0,0.0,0.06378018856048584,-0.11903822422027588,0.001674340331703661,0.1404058337211609,-0.21774882078170776,-0.014904172050989928,0.18506470322608948,-0.3113265633583069,-0.033775804455615344,0.1734505593776703,-0.39920565485954285,-0.05099550064954883,0.23268383741378784,-0.19499701261520386,-0.029787082116342845,0.2862056493759155,-0.0784497857093811,-0.03409541946206218,0.24516421556472778,-0.04772895574569702,-0.03207504179630405,0.2097398042678833,-0.06596505641937256,-0.0323604735389722,0.24084502458572388,-0.10991501808166504,-0.04217836808714992,0.26901209354400635,-0.0058841705322265625,-0.0362124684110654,0.22394350171089172,0.012066841125488281,-0.029990218471027674,0.18744060397148132,-0.01125246286392212,-0.030694113935567202,0.23494571447372437,-0.015320181846618652,-0.05198441993746883,0.24516844749450684,0.061214983463287354,-0.039909032996035876,0.20195350050926208,0.07169574499130249,-0.029076801504231753,0.1675570011138916,0.05094176530838013,-0.029465122039653124,0.22112178802490234,0.07941710948944092,-0.06270787667784816,0.22385215759277344,0.12938731908798218,-0.05023222964558727,0.1857462227344513,0.13080847263336182,-0.03707088332924968,0.15781760215759277,0.11359173059463501,-0.03097340453717834
help,0.0,0.0,0.0,0.0739395022392273,-0.11503767967224121,0.01723718037447952,0.1492207944393158,-0.20127099752426147,0.008724882729268302,0.19917446374893188,-0.2849476933479309,-0.004375565335237752,0.2079145312309265,-0.3664701581001282,-0.017612349711441766,0.25035160779953003,-0.17284250259399414,-0.01762094023087002,0.29000842571258545,-0.06957095861434937,-0.007831199564122926,0.2488594651222229,-0.03609234094619751,0.006026178594595422,0.21229124069213867,-0.04738801717758179,0.016911947630262603,0.2495342493057251,-0.08413428068161011,-0.032434279568576585,0.2716314196586609,0.008200228214263916,-0.011669287927531968,0.23139142990112305,0.02752244472503662,-0.003881193235599767,0.19764041900634766,0.012704789638519287,-0.005369258582675229,0.23332631587982178,0.005648195743560791,-0.041724553801202546,0.26123708486557007,0.07603329420089722,-0.023943312935614358,0.22310799360275269,0.09167546033859253,-0.019180760257029306,0.18946775794029236,0.07836192846298218,-0.022620207168245088,0.21420788764953613,0.08967560529708862,-0.048172796614551316,0.28819364309310913,0.1271544098854065,-0.029651191555046807,0.3190603256225586,0.15968209505081177,-0.015477383978748094,0.33978259563446045,0.18056422472000122,-0.009179865479552518
help,0.0,0.0,0.0,0.06843501329421997,-0.12007421255111694,0.004093975464456889,0.1430739164352417,-0.21151793003082275,-0.011823750396615651,0.19660824537277222,-0.30078423023223877,-0.03012376401329675,0.20038706064224243,-0.3911890387535095,-0.0466418911864821,0.24081510305404663,-0.16515463590621948,-0.019772184376961377,0.2760627269744873,-0.07677233219146729,-0.016452313696390775,0.23770058155059814,-0.05300086736679077,-0.011440445033258584,0.2035290002822876,-0.06656986474990845,-0.008851257448441174,0.24027585983276367,-0.0753670334815979,-0.03147113818431535,0.264758825302124,-0.004356801509857178,-0.016078279649264005,0.2294102907180786,0.007044076919555664,-0.010550225449151185,0.1947001814842224,-0.009741365909576416,-0.013663790484315541,0.22304284572601318,0.013364613056182861,-0.03987963247800508,0.25439029932022095,0.06149721145629883,-0.02356786031032243,0.2227334976196289,0.07293051481246948,-0.015280153897947457,0.18807220458984375,0.058745622634887695,-0.01706582430506387,0.20060443878173828,0.09510821104049683,-0.04777705047035852,0.2487810254096985,0.1298612356185913,-0.03117744188512006,0.24844759702682495,0.1477348804473877,-0.014775093940443185,0.24194031953811646,0.14954984188079834,-0.006419705056941893
help,0.0,0.0,0.0,0.06195148825645447,-0.1259724497795105,-0.0019557980118634077,0.13703513145446777,-0.21910208463668823,-0.017565101734021482,0.18858987092971802,-0.3082599639892578,-0.03461637569091636,0.18760144710540771,-0.4004451334476471,-0.050540740019300756,0.24173855781555176,-0.16205215454101562,-0.017702404758551893,0.26890403032302856,-0.0666307806968689,-0.014381744316438017,0.231639564037323,-0.04272258281707764,-0.013654526671984968,0.1992453932762146,-0.055224061012268066,-0.014372011995533285,0.24072682857513428,-0.07030725479125977,-0.025592206394890127,0.25115078687667847,0.0017535686492919922,-0.007697244989344654,0.21684634685516357,0.010719716548919678,-0.005164886242368993,0.1862887740135193,-0.006127417087554932,-0.011143856099465665,0.22110384702682495,0.016475796699523926,-0.031075885868290243,0.2388988733291626,0.06310039758682251,-0.01427158189437705,0.20755553245544434,0.07318377494812012,-0.010314563638189611,0.1757107377052307,0.059593141078948975,-0.015091156935909567,0.1961604356765747,0.0930665135383606,-0.03670074639342147,0.23290306329727173,0.1237800121307373,-0.019931560731151876,0.22843849658966064,0.13694804906845093,-0.0056659205580444905,0.21839916706085205,0.13450801372528076,0.0009975199358223108
help,0.0,0.0,0.0,0.06287631392478943,-0.11625808477401733,0.0067240093709415305,0.13359573483467102,-0.20270204544067383,-0.007847590291362394,0.1824914515018463,-0.2909204959869385,-0.026022022509437193,0.18151536583900452,-0.37634599208831787,-0.04249776332960664,0.23452511429786682,-0.16038155555725098,-0.012113732205193628,0.27003565430641174,-0.055227577686309814,-0.008546192118387808,0.23289653658866882,-0.02560114860534668,-0.0054880123710745465,0.20060387253761292,-0.03871786594390869,-0.005436806858938326,0.23587384819984436,-0.07830297946929932,-0.026153551334004987,0.2536737620830536,0.016011953353881836,-0.00846996336565553,0.21916422247886658,0.03053879737854004,-0.0017393373776712906,0.18888142704963684,0.009540081024169922,-0.00540685925022899,0.2200472056865692,0.005781829357147217,-0.0377325172661358,0.2403317391872406,0.07693368196487427,-0.019771438011389364,0.2098241150379181,0.09234470129013062,-0.011248435744505514,0.17973992228507996,0.07560867071151733,-0.014464850456874956,0.19864770770072937,0.08463019132614136,-0.04928089856491624,0.22841009497642517,0.13586241006851196,-0.03397755503044664,0.20991316437721252,0.15277022123336792,-0.018943833106618513,0.19027116894721985,0.1466296911239624,-0.012008584023874391
help,0.0,0.0,0.0,0.06351488828659058,-0.11774903535842896,0.011076302147557726,0.13701432943344116,-0.20681297779083252,0.0006317078914435115,0.1852627396583557,-0.29669010639190674,-0.014054491304705152,0.1802809238433838,-0.38321033120155334,-0.027455040373752126,0.2313576340675354,-0.1615607738494873,-0.001599079816514859,0.2708161473274231,-0.0669512152671814,0.006497368096461287,0.23564887046813965,-0.037886083126068115,0.011741036429157248,0.20338505506515503,-0.04865306615829468,0.012936340524902334,0.23510897159576416,-0.08062225580215454,-0.016373138063499937,0.25460147857666016,0.0015984177589416504,0.0045201530410849955,0.2194318175315857,0.016422569751739502,0.011071023411204806,0.18756744265556335,-0.001113295555114746,0.007362372121860972,0.22199827432632446,0.003526926040649414,-0.028280356087634573,0.2420058250427246,0.060554563999176025,-0.00889380567605258,0.2123643159866333,0.07599765062332153,-0.0006048495451977942,0.1811097264289856,0.05998790264129639,-0.003698332355270395,0.2023334503173828,0.083310067653656,-0.03957942233319045,0.23857682943344116,0.1184837818145752,-0.023769411378452787,0.23219847679138184,0.14280515909194946,-0.008633806490252027,0.2211982011795044,0.1470312476158142,-0.0013309324895089958
help,0.0,0.0,0.0,0.06371381878852844,-0.11399716138839722,0.008818011105233836,0.13690248131752014,-0.20315617322921753,-0.00387756495905478,0.18725013732910156,-0.2921569347381592,-0.019646499931639028,0.18607443571090698,-0.3787313401699066,-0.03375104318541844,0.23482033610343933,-0.16074854135513306,-0.013781095549290967,0.2774719297885895,-0.06761699914932251,-0.008774719826703858,0.2429719865322113,-0.040894389152526855,-0.003299672316586566,0.2107042372226715,-0.05283421277999878,-0.0012104037886615515,0.23819097876548767,-0.07767724990844727,-0.02716168823820908,0.2594853937625885,0.0014274120330810547,-0.00828569444996674,0.22383996844291687,0.013766050338745117,0.0002142898156876072,0.1909625232219696,-0.0043225884437561035,-0.0020974657235797167,0.22430989146232605,0.007096230983734131,-0.0371269571332391,0.24514612555503845,0.059260427951812744,-0.019971985995596242,0.21444293856620789,0.0707709789276123,-0.01042531679553349,0.1820274293422699,0.053559184074401855,-0.012212983958249879,0.20434555411338806,0.08651179075241089,-0.0462730291037019,0.24532583355903625,0.12089782953262329,-0.03222443412226994,0.2412925660610199,0.14586108922958374,-0.01683771300298531,0.2316802442073822,0.15138721466064453,-0.008798644572323155
help,0.0,0.0,0.0,0.069618821144104,-0.11655521392822266,0.00859420780182063,0.14480701088905334,-0.20690733194351196,-0.00599876385092557,0.1904394030570984,-0.2989655137062073,-0.0236355528599006,0.18088048696517944,-0.38889357447624207,-0.03997579369604409,0.23467260599136353,-0.17447489500045776,-0.02373262274920762,0.28076547384262085,-0.07261109352111816,-0.01976967383086503,0.24458390474319458,-0.03949999809265137,-0.011271689682303077,0.20997899770736694,-0.05098932981491089,-0.006425696554629212,0.23740971088409424,-0.08716881275177002,-0.038103801793454295,0.2668226957321167,0.0016956925392150879,-0.021761344409583216,0.23151832818984985,0.020500600337982178,-0.012026262133417731,0.19858476519584656,0.002550482749938965,-0.013058324939606791,0.22571581602096558,0.0030942559242248535,-0.04859161902129472,0.25640296936035156,0.0687909722328186,-0.03245629150330842,0.22548598051071167,0.08504104614257812,-0.02274068597614587,0.19251090288162231,0.06866902112960815,-0.024175414479373103,0.20861202478408813,0.08917814493179321,-0.058252108878491526,0.25874024629592896,0.12504655122756958,-0.04438324797808946,0.25365400314331055,0.15116769075393677,-0.029438122770784503,0.24070477485656738,0.15820014476776123,-0.022010069004295474
help,0.0,0.0,0.0,0.05973920226097107,-0.11636525392532349,0.008215263197087097,0.12618044018745422,-0.20899027585983276,-0.0035717506521564246,0.1723511517047882,-0.29557228088378906,-0.018423949657119465,0.17004841566085815,-0.3752901256084442,-0.03171308274392004,0.21492308378219604,-0.18556493520736694,-0.019150794772542667,0.26692408323287964,-0.09335362911224365,-0.018641758067644787,0.23343241214752197,-0.05611652135848999,-0.01442778046254034,0.19838953018188477,-0.06311440467834473,-0.012797680040932846,0.2282995581626892,-0.10404849052429199,-0.03264443139556761,0.2585262656211853,-0.018526673316955566,-0.020116801662481976,0.22338378429412842,0.000758826732635498,-0.013092352366186333,0.1881476640701294,-0.016325533390045166,-0.014895491590834808,0.22471833229064941,-0.01590961217880249,-0.0428995669913661,0.24949270486831665,0.048756301403045654,-0.027326681939996433,0.219169020652771,0.06288367509841919,-0.01750259409669752,0.18533214926719666,0.047953665256500244,-0.01921305741194601,0.2127307653427124,0.0668913722038269,-0.05295456881646032,0.23264771699905396,0.11133885383605957,-0.037786769969500256,0.2052764892578125,0.1217682957649231,-0.02309698174718733,0.1778038740158081,0.11279863119125366,-0.01588252308789606
help,0.0,0.0,0.0,0.05576610565185547,-0.11517256498336792,0.004902325924149409,0.12100216746330261,-0.21287310123443604,-0.007478721086272344,0.16089320182800293,-0.30281275510787964,-0.02230688847635065,0.15193992853164673,-0.383806973695755,-0.036014863401987895,0.20265084505081177,-0.19465869665145874,-0.023089819699862346,0.24920278787612915,-0.1260436773300171,-0.028362124339082584,0.2158936858177185,-0.08550983667373657,-0.029702867493369922,0.18020755052566528,-0.08756417036056519,-0.03126382932100569,0.21936655044555664,-0.11236172914505005,-0.034937088489868984,0.24929344654083252,-0.0481073260307312,-0.027356303409078464,0.215287983417511,-0.025683343410491943,-0.02304468780789648,0.17997699975967407,-0.03602457046508789,-0.026060485393145427,0.2202543020248413,-0.024964094161987305,-0.04407466307316099,0.24037659168243408,0.021935760974884033,-0.0315154466036347,0.21074306964874268,0.03614175319671631,-0.02246000908348833,0.1777769923210144,0.025249123573303223,-0.02430072903666769,0.212233304977417,0.0562857985496521,-0.05356539517674719,0.22170019149780273,0.08625024557113647,-0.03903987735543524,0.19409358501434326,0.0919385552406311,-0.024983390346505985,0.16894426941871643,0.08234888315200806,-0.01852001912925516
