label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
no,0.0,0.0,0.0,-0.06927043199539185,-0.04284936189651489,-0.019081582213686943,-0.11803621053695679,-0.1646624207496643,-0.019352435032772064,-0.11956292390823364,-0.27243953943252563,-0.023401531289266586,-0.1274489164352417,-0.35325348377227783,-0.028946748833106994,-0.09752815961837769,-0.2503538727760315,0.011877339434875012,-0.13015896081924438,-0.3630136251449585,-0.007576985648768186,-0.15291380882263184,-0.43108391761779785,-0.02182981454853916,-0.17095917463302612,-0.49314892292022705,-0.03223091446881199,-0.05136573314666748,-0.2565511465072632,0.00508049187163806,-0.08865833282470703,-0.3690035939216614,-0.021055188859747886,-0.12087178230285645,-0.42908692359924316,-0.03849757918243313,-0.1472451090812683,-0.4883325695991516,-0.04686888390307331,-0.006305873394012451,-0.24413317441940308,-0.007121340270089149,-0.041239142417907715,-0.30338454246520996,-0.053880386884259224,-0.04395383596420288,-0.2098594307899475,-0.06390748628501797,-0.035820603370666504,-0.14620745182037354,-0.0581282087517252,0.040092647075653076,-0.22289913892745972,-0.020255007679509163,0.004632055759429932,-0.2700223922729492,-0.062505525435256,-0.006067395210266113,-0.20506221055984497,-0.06735305943612957,0.00035440921783447266,-0.15266519784927368,-0.0625832722437849
no,0.0,0.0,0.0,-0.07007813453674316,-0.04614138603210449,-0.018223036986313446,-0.11895287036895752,-0.17219769954681396,-0.019412835102997406,-0.12494069337844849,-0.2819082736968994,-0.02621786014410077,-0.13894504308700562,-0.3650010824203491,-0.034713261735163314,-0.09957224130630493,-0.26599937677383423,0.018753773558415787,-0.13649901747703552,-0.3846582770347595,-0.002453547178305371,-0.1600503921508789,-0.45347559452056885,-0.01714023106964646,-0.17731964588165283,-0.5124551653862,-0.02636131176026879,-0.054148316383361816,-0.27204304933547974,0.009919114436485188,-0.09647941589355469,-0.3886963129043579,-0.019556679737291915,-0.13455474376678467,-0.4594457745552063,-0.038848076921425445,-0.1660017967224121,-0.5269863605499268,-0.04613954291912137,-0.007206976413726807,-0.2601028084754944,-0.004890094485602958,-0.05436885356903076,-0.313474178314209,-0.05495083422633229,-0.05399507284164429,-0.21794921159744263,-0.06788572014542638,-0.04246145486831665,-0.15104413032531738,-0.06164566518040715,0.04052293300628662,-0.23930108547210693,-0.020579959240279777,-0.005734145641326904,-0.28312647342681885,-0.0623249271628481,-0.01113802194595337,-0.21490734815597534,-0.06621403337689458,0.000260770320892334,-0.1571141481399536,-0.05937416942092
no,0.0,0.0,0.0,-0.0742911696434021,-0.04216897487640381,-0.01979000155941435,-0.12356102466583252,-0.16275864839553833,-0.021451412114657842,-0.12573516368865967,-0.27337878942489624,-0.02878777158574053,-0.13206714391708374,-0.36428654193878174,-0.03664827567652651,-0.11194616556167603,-0.24855953454971313,0.016087786879978694,-0.14679628610610962,-0.36743873357772827,-0.005415390591480218,-0.16835618019104004,-0.4390586018562317,-0.017809417444624387,-0.18279623985290527,-0.5025173127651215,-0.025534300479449712,-0.06760168075561523,-0.2597185969352722,0.007318218824110545,-0.10896891355514526,-0.3849315047264099,-0.024479305717505895,-0.14401662349700928,-0.45894885063171387,-0.04247077775315233,-0.171436607837677,-0.5236649513244629,-0.047965443107642614,-0.019556105136871338,-0.25356680154800415,-0.007660757630475246,-0.0640154480934143,-0.3127858638763428,-0.05979798955038973,-0.05804586410522461,-0.2121192216873169,-0.06864544225052782,-0.041899025440216064,-0.14170652627944946,-0.05828669515565821,0.031493961811065674,-0.2371775507926941,-0.024054279896773778,-0.014309346675872803,-0.2791966199874878,-0.06662849557713457,-0.014196395874023438,-0.21217143535614014,-0.06954556179360338,0.0012485980987548828,-0.15968632698059082,-0.06129015830472895
no,0.0,0.0,0.0,-0.07809317111968994,-0.03024601936340332,-0.01589191551201452,-0.13560840487480164,-0.1599326729774475,-0.017071683284569872,-0.1376991868019104,-0.27489787340164185,-0.023086207312275064,-0.14148849248886108,-0.3610084056854248,-0.03014725479178537,-0.10257333517074585,-0.24185192584991455,0.022797092470597136,-0.13596788048744202,-0.3475084900856018,0.004524144019256937,-0.16032740473747253,-0.42083364725112915,-0.007243888311762703,-0.17990541458129883,-0.47904497385025024,-0.01759566585414518,-0.05714297294616699,-0.24978655576705933,0.015292171995412218,-0.09500384330749512,-0.3298378586769104,-0.028553281304169786,-0.09761011600494385,-0.2647780776023865,-0.04481143536858667,-0.09348845481872559,-0.21465617418289185,-0.04212451013617624,-0.011729598045349121,-0.24734610319137573,0.0023296211392391797,-0.06110590696334839,-0.3092890977859497,-0.04886089670353044,-0.05410635471343994,-0.2026275396347046,-0.052402314123440874,-0.035554468631744385,-0.12692207098007202,-0.03899027812175859,0.03864079713821411,-0.2343338131904602,-0.011649918135930193,-0.0164034366607666,-0.27185922861099243,-0.0546314794092666,-0.01528918743133545,-0.19693803787231445,-0.06069605457477678,0.005851268768310547,-0.14142030477523804,-0.054500468400050295
no,0.0,0.0,0.0,-0.07104980945587158,-0.03071075677871704,-0.014751634956382986,-0.12401020526885986,-0.15814614295959473,-0.016711458959662195,-0.12645208835601807,-0.2713317275047302,-0.022898782440506693,-0.12450838088989258,-0.3537120223045349,-0.029489582800351855,-0.08035802841186523,-0.22981446981430054,0.019817480421579603,-0.10289913415908813,-0.32346320152282715,-0.002061619819187399,-0.12640875577926636,-0.37741780281066895,-0.017710039787971255,-0.14609724283218384,-0.41898083686828613,-0.029599655815445658,-0.037602365016937256,-0.23663020133972168,0.013587130769110445,-0.06794464588165283,-0.31126850843429565,-0.027115123742305514,-0.06889718770980835,-0.2263244390487671,-0.042082099639856096,-0.05908018350601196,-0.1580827832221985,-0.04033173846551108,0.005666255950927734,-0.23349004983901978,0.0018223510821826494,-0.03472012281417847,-0.2916896343231201,-0.04382357227154898,-0.033468008041381836,-0.191062331199646,-0.046859363489829775,-0.01811450719833374,-0.11801290512084961,-0.035767192416869875,0.054289042949676514,-0.21966814994812012,-0.010884728678547617,0.0065784454345703125,-0.26972508430480957,-0.0490156285698049,0.0030960440635681152,-0.19964557886123657,-0.0541595503921144,0.020589888095855713,-0.1432681679725647,-0.04906145336576628
no,0.0,0.0,0.0,-0.0724564790725708,-0.027402102947235107,-0.013835497591088597,-0.12938004732131958,-0.15612179040908813,-0.015622836928258721,-0.13094967603683472,-0.26869308948516846,-0.02173761596847612,-0.1329222321510315,-0.35290253162384033,-0.02854904664624769,-0.09943759441375732,-0.24089354276657104,0.01294936480056208,-0.13319963216781616,-0.36018091440200806,-0.010756022687445466,-0.1539279818534851,-0.4486692547798157,-0.027220250497947518,-0.1709396243095398,-0.5176424384117126,-0.04100351167787153,-0.054875075817108154,-0.2439197301864624,0.003407145925422128,-0.08915144205093384,-0.32670795917510986,-0.04390609769095022,-0.09508752822875977,-0.27589452266693115,-0.059907512198577706,-0.09597021341323853,-0.24121421575546265,-0.05728526173103887,-0.01015937328338623,-0.23714196681976318,-0.011084374430964772,-0.05293351411819458,-0.3047782778739929,-0.063299809973131,-0.047318458557128906,-0.19546180963516235,-0.060821761767755333,-0.031884968280792236,-0.1206587553024292,-0.043334142695556466,0.03855085372924805,-0.22123128175735474,-0.026666238363276307,-0.009026944637298584,-0.26806002855300903,-0.07155079154242117,-0.009953022003173828,-0.19124090671539307,-0.07327482609022695,0.0074904561042785645,-0.13676202297210693,-0.06347742436398107
no,0.0,0.0,0.0,-0.06992465257644653,-0.032152652740478516,-0.02242234503188456,-0.12020814418792725,-0.1579594612121582,-0.021413221632030854,-0.11885958909988403,-0.272708535194397,-0.02401088332095469,-0.1226155161857605,-0.3584778308868408,-0.027300638754752526,-0.10774683952331543,-0.22914451360702515,0.01782983387550985,-0.13317996263504028,-0.34441953897476196,0.002173297430488219,-0.1492660641670227,-0.4227551221847534,-0.008952723492768655,-0.16090089082717896,-0.49312126636505127,-0.019807006840494523,-0.06016284227371216,-0.2443091869354248,0.011615586790355792,-0.0995168685913086,-0.36259377002716064,-0.016816248793986688,-0.12955516576766968,-0.4383203387260437,-0.03665361148574675,-0.1564987301826477,-0.5058468878269196,-0.046578187172201524,-0.014882445335388184,-0.24002283811569214,-0.000914998902374009,-0.045126378536224365,-0.31665855646133423,-0.05271690679052199,-0.04067188501358032,-0.21397972106933594,-0.06370598045447196,-0.03147602081298828,-0.1426297426223755,-0.05692111295917357,0.03368043899536133,-0.2265201210975647,-0.015090319936064134,0.00013178586959838867,-0.27494561672210693,-0.06762430039503897,-0.0017886161804199219,-0.20637238025665283,-0.08049643752434577,0.007021665573120117,-0.15211886167526245,-0.07966475156405295
no,0.0,0.0,0.0,-0.06992465257644653,-0.032152652740478516,-0.02242234503188456,-0.12020814418792725,-0.1579594612121582,-0.021413221632030854,-0.11885958909988403,-0.272708535194397,-0.02401088332095469,-0.1226155161857605,-0.3584778308868408,-0.027300638754752526,-0.10774683952331543,-0.22914451360702515,0.01782983387550985,-0.13317996263504028,-0.34441953897476196,0.002173297430488219,-0.1492660641670227,-0.4227551221847534,-0.008952723492768655,-0.16090089082717896,-0.49312126636505127,-0.019807006840494523,-0.06016284227371216,-0.2443091869354248,0.011615586790355792,-0.0995168685913086,-0.36259377002716064,-0.016816248793986688,-0.12955516576766968,-0.4383203387260437,-0.03665361148574675,-0.1564987301826477,-0.5058468878269196,-0.046578187172201524,-0.014882445335388184,-0.24002283811569214,-0.000914998902374009,-0.045126378536224365,-0.31665855646133423,-0.05271690679052199,-0.04067188501358032,-0.21397972106933594,-0.06370598045447196,-0.03147602081298828,-0.1426297426223755,-0.05692111295917357,0.03368043899536133,-0.2265201210975647,-0.015090319936064134,0.00013178586959838867,-0.27494561672210693,-0.06762430039503897,-0.0017886161804199219,-0.20637238025665283,-0.08049643752434577,0.007021665573120117,-0.15211886167526245,-0.07966475156405295
no,0.0,0.0,0.0,-0.06745147705078125,-0.04124248027801514,-0.022589330583258516,-0.1132056713104248,-0.17771565914154053,-0.02935933230762089,-0.10274487733840942,-0.29280751943588257,-0.03845904117767418,-0.0948442816734314,-0.3709442615509033,-0.04757049775068367,-0.0763845443725586,-0.24953532218933105,0.0011983578806677997,-0.09230440855026245,-0.3726067543029785,-0.023652014344378358,-0.10381108522415161,-0.45484715700149536,-0.04019636756126488,-0.1124909520149231,-0.5206123888492584,-0.053833377569361573,-0.027795493602752686,-0.2440837025642395,-0.0031067233285000384,-0.04093647003173828,-0.32027798891067505,-0.05126270002071465,-0.04065650701522827,-0.23371529579162598,-0.0648709805900296,-0.033573687076568604,-0.16754329204559326,-0.060869784116192704,0.014132320880889893,-0.22988522052764893,-0.01263753978852833,-0.007216811180114746,-0.29677605628967285,-0.06418838819806183,-0.013877689838409424,-0.2011716365814209,-0.0629621939951619,-0.007207930088043213,-0.12959986925125122,-0.047787697076245195,0.05620896816253662,-0.20707613229751587,-0.023843846305652505,0.025445103645324707,-0.26013338565826416,-0.06772790571992005,0.012497484683990479,-0.1979120373725891,-0.07147281339709366,0.018786311149597168,-0.14204037189483643,-0.0643025534445485
no,0.0,0.0,0.0,-0.06415092945098877,-0.03552120923995972,-0.02615012849228293,-0.10317033529281616,-0.16596990823745728,-0.029584201672243182,-0.09000766277313232,-0.27949410676956177,-0.03567817869143397,-0.06328672170639038,-0.3577789068222046,-0.04155005576567561,-0.0984182357788086,-0.24353307485580444,0.005789121459109481,-0.11531144380569458,-0.3644241690635681,-0.01069278518216521,-0.12737461924552917,-0.4363102316856384,-0.018469501906203334,-0.13185596466064453,-0.5019717812538147,-0.02530048477010638,-0.04738360643386841,-0.24886411428451538,0.0004194044949130671,-0.0754271149635315,-0.38880205154418945,-0.02730997154967696,-0.09335488080978394,-0.47165289521217346,-0.0421616366739741,-0.1051291823387146,-0.5438534617424011,-0.047331959628628795,0.0010958313941955566,-0.232208251953125,-0.010928367884027068,-0.010134577751159668,-0.31944912672042847,-0.06727789776878268,-0.016866326332092285,-0.2116139531135559,-0.0768661914999953,-0.013836503028869629,-0.13697844743728638,-0.06675163345889956,0.052767038345336914,-0.2087988257408142,-0.02330737064139754,0.03417760133743286,-0.2585596442222595,-0.08179361062602908,0.023091137409210205,-0.1826155185699463,-0.09412150519447238,0.02435898780822754,-0.12517386674880981,-0.09073637115316302
