label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
W,0.0,0.0,0.0,0.019845962524414062,-0.0017669200897216797,-0.1459927016023812,-0.00781559944152832,-0.051091551780700684,-0.23615065748731467,-0.0782611072063446,-0.09840065240859985,-0.30203941996137473,-0.1685391664505005,-0.13528192043304443,-0.37130338485280845,-0.047388702630996704,-0.2636892795562744,-0.21485628719369743,-0.060930460691452026,-0.4376561939716339,-0.30107376511136863,-0.0831623375415802,-0.564318835735321,-0.36154988939802024,-0.10367259383201599,-0.664278507232666,-0.40202147300283286,-0.04401153326034546,-0.2835659980773926,-0.1838289403442559,-0.020826339721679688,-0.4705045819282532,-0.269304996085566,-0.018616199493408203,-0.6083133220672607,-0.3306802862409768,-0.018694400787353516,-0.7221938669681549,-0.3697859102014718,-0.03242364525794983,-0.2613435387611389,-0.15906307632963035,-0.027140915393829346,-0.4280894994735718,-0.2342890256170449,-0.033794552087783813,-0.5641162097454071,-0.28263816769162986,-0.030154556035995483,-0.6807715594768524,-0.31361470158140037,-0.025320440530776978,-0.2099008560180664,-0.1428634577516732,0.0159071683883667,-0.3228180706501007,-0.2038610630754647,0.045989423990249634,-0.40924859046936035,-0.22964443798105094,0.07962965965270996,-0.48063814640045166,-0.24513519341985557
W,0.0,0.0,0.0,0.08641839027404785,0.0007266998291015625,-0.1518696490122693,0.10767966508865356,-0.0328754186630249,-0.25025598140496186,0.012534677982330322,-0.08160006999969482,-0.32237101526993683,-0.09682214260101318,-0.11422240734100342,-0.3990840408398526,0.14282891154289246,-0.2565799951553345,-0.2455673161341565,0.2343045175075531,-0.4208187460899353,-0.3429792019917386,0.26866480708122253,-0.5418125092983246,-0.4088453743054288,0.28706517815589905,-0.6445245444774628,-0.45437423320549897,0.04070994257926941,-0.2928229570388794,-0.21978315146702698,0.07555204629898071,-0.48137229681015015,-0.3121958765580075,0.07570937275886536,-0.6201633512973785,-0.38064552279251984,0.07015243172645569,-0.7338450849056244,-0.4251489433838742,-0.052513062953948975,-0.27489471435546875,-0.1988068613602536,-0.09100112318992615,-0.4353894591331482,-0.28695995541352204,-0.1302335113286972,-0.5497384667396545,-0.35183445544976166,-0.15521028637886047,-0.6407761573791504,-0.39265687199372223,-0.13240766525268555,-0.2194126844406128,-0.1849443558051007,-0.19133520126342773,-0.2959277629852295,-0.26128203602570466,-0.2301730513572693,-0.32694950699806213,-0.2966908607079404,-0.2527707517147064,-0.34806087613105774,-0.3166552874638455
W,0.0,0.0,0.0,0.06553709506988525,-0.02997666597366333,-0.09259455343124046,0.0765279233455658,-0.12255865335464478,-0.12479815324184074,-0.014690965414047241,-0.20376181602478027,-0.13902714540597572,-0.09249493479728699,-0.2584346532821655,-0.1535649417841114,0.15045097470283508,-0.2785937786102295,-0.09391610016461982,0.19001594185829163,-0.4286465644836426,-0.1333433954918064,0.2059386670589447,-0.5197051763534546,-0.16212019016381873,0.2183440625667572,-0.6001996397972107,-0.1832786320650257,0.06792059540748596,-0.2966957092285156,-0.07983622392055167,0.0825783908367157,-0.4563407599925995,-0.11421950598594321,0.08269599080085754,-0.5562323033809662,-0.148652118345467,0.08875581622123718,-0.6352153122425079,-0.1693250804149784,-0.007039695978164673,-0.2781563997268677,-0.07312752743598594,-0.03953900933265686,-0.428460955619812,-0.1361948667966999,-0.06242212653160095,-0.5196497142314911,-0.18942100991841926,-0.07397428154945374,-0.5998495817184448,-0.22021585394975318,-0.06718787550926208,-0.22831588983535767,-0.07051344653007163,-0.08976343274116516,-0.28598546981811523,-0.1450768976413883,-0.0813264548778534,-0.2333385944366455,-0.167616602679459,-0.07159122824668884,-0.1758090853691101,-0.17361652543183936
W,0.0,0.0,0.0,0.061677783727645874,-0.018645286560058594,-0.0931626619835697,0.07205280661582947,-0.09777581691741943,-0.13137590010364875,-0.019088655710220337,-0.1770484447479248,-0.15218361337383612,-0.09065130352973938,-0.2349347472190857,-0.17338282485206946,0.1499965488910675,-0.24955427646636963,-0.10386180747946128,0.18730869889259338,-0.39731472730636597,-0.1491059722443424,0.2013743817806244,-0.48704105615615845,-0.1805456640263401,0.2130906879901886,-0.5650414824485779,-0.20270363111694678,0.06998482346534729,-0.26886773109436035,-0.09051870424946173,0.08583495020866394,-0.4278485178947449,-0.13061467428406104,0.08209434151649475,-0.5251885652542114,-0.16711779554088935,0.08668944239616394,-0.60291588306427,-0.18845253308018073,-0.0034962594509124756,-0.25388073921203613,-0.08385715503891333,-0.03307190537452698,-0.400302529335022,-0.148597827746471,-0.05590185523033142,-0.4880608022212982,-0.1992054494162403,-0.06431326270103455,-0.5648311078548431,-0.22801051159103736,-0.06607094407081604,-0.20836758613586426,-0.08120986689527854,-0.09252464771270752,-0.2588879466056824,-0.15475084502895697,-0.0839603841304779,-0.21105408668518066,-0.17674795408447608,-0.07198861241340637,-0.15971970558166504,-0.1824900420447193
W,0.0,0.0,0.0,0.059884488582611084,-0.01846635341644287,-0.09296122530145112,0.07076841592788696,-0.09751236438751221,-0.12929935345096055,-0.019045859575271606,-0.17327862977981567,-0.1472903449241585,-0.09075361490249634,-0.22645163536071777,-0.16550579258841935,0.14659267663955688,-0.24144214391708374,-0.10606472531003419,0.18484878540039062,-0.3869829773902893,-0.1515690494481987,0.19987577199935913,-0.47660836577415466,-0.18318271228713456,0.21297937631607056,-0.5543208718299866,-0.20534215459269944,0.0684814453125,-0.2602030038833618,-0.09182523527783815,0.08397823572158813,-0.4148022532463074,-0.13239276000899736,0.07955646514892578,-0.5122990906238556,-0.16973790118140641,0.08437293767929077,-0.5916288793087006,-0.19176379928035203,-0.0027976036071777344,-0.2462180256843567,-0.08399924227637712,-0.030844777822494507,-0.3912205994129181,-0.14865140208644334,-0.053902506828308105,-0.4787157475948334,-0.199739645809359,-0.0616798996925354,-0.5563954710960388,-0.22854187676352922,-0.0629158616065979,-0.20214897394180298,-0.080063234657473,-0.09132072329521179,-0.25489598512649536,-0.15224155375403825,-0.08619856834411621,-0.2134796380996704,-0.17416375467223588,-0.07758140563964844,-0.16619271039962769,-0.17993957886142198
W,0.0,0.0,0.0,0.061452269554138184,-0.016816377639770508,-0.0931626398806884,0.07357800006866455,-0.09083974361419678,-0.1324116279130294,-0.014715731143951416,-0.16699177026748657,-0.1538769145255401,-0.08607485890388489,-0.22339969873428345,-0.17538624897053978,0.15373528003692627,-0.23194146156311035,-0.10428056761077187,0.19051134586334229,-0.37538808584213257,-0.15423300757458946,0.20461446046829224,-0.46763449907302856,-0.1901378025060012,0.21573936939239502,-0.5477769076824188,-0.2152826328521087,0.07533067464828491,-0.25425881147384644,-0.09036604210189125,0.0885469913482666,-0.4049532413482666,-0.13700200512460015,0.0796964168548584,-0.5051568448543549,-0.17829404666474602,0.08001750707626343,-0.5889604985713959,-0.202574967289479,0.002852022647857666,-0.24370431900024414,-0.0828556929474189,-0.019868463277816772,-0.3833240866661072,-0.15135589137128136,-0.042294830083847046,-0.46871834993362427,-0.2031957347636535,-0.04980403184890747,-0.5454063415527344,-0.231888755107434,-0.06043118238449097,-0.2023906111717224,-0.07909458025744698,-0.09024140238761902,-0.2484520673751831,-0.15530979528477928,-0.08765417337417603,-0.2104189395904541,-0.18017656996300957,-0.07721123099327087,-0.17029303312301636,-0.18725055351308129
W,0.0,0.0,0.0,0.06098586320877075,-0.021925032138824463,-0.09349529527071354,0.07067948579788208,-0.10241806507110596,-0.1285802134120786,-0.019980430603027344,-0.18120145797729492,-0.1453415908658826,-0.08884447813034058,-0.23576486110687256,-0.1619792290771329,0.1581905484199524,-0.2364479899406433,-0.09883551381471989,0.19554322957992554,-0.38075634837150574,-0.1435166158521497,0.20787674188613892,-0.4723307490348816,-0.1757703282678449,0.21789002418518066,-0.5513421893119812,-0.1991280921542966,0.07938623428344727,-0.25616735219955444,-0.08323934011104939,0.0927230715751648,-0.40704330801963806,-0.1254279323661649,0.08603858947753906,-0.5053697526454926,-0.16429269395712254,0.08840906620025635,-0.5863471031188965,-0.18722754798773167,0.007666110992431641,-0.24358922243118286,-0.0743969687068784,-0.016113579273223877,-0.38646548986434937,-0.14071928046587345,-0.03688231110572815,-0.4713638722896576,-0.19251100800875065,-0.044536709785461426,-0.5483100712299347,-0.2212649592006528,-0.05211615562438965,-0.20165497064590454,-0.06934452883842823,-0.08127522468566895,-0.2515646815299988,-0.1447825738036954,-0.07710099220275879,-0.21081078052520752,-0.16960543475988743,-0.06763148307800293,-0.16804879903793335,-0.1768442102516019
W,0.0,0.0,0.0,0.0605560839176178,-0.010548412799835205,-0.09092631650173644,0.07476958632469177,-0.07533448934555054,-0.1334061519523857,-0.007665693759918213,-0.14950096607208252,-0.15909484487974623,-0.07508829236030579,-0.2075592279434204,-0.18541701597177962,0.15158513188362122,-0.21474647521972656,-0.10902312857115248,0.1889151632785797,-0.35470736026763916,-0.1594070987125633,0.20318123698234558,-0.44500041007995605,-0.19494307500326613,0.21411964297294617,-0.5231934785842896,-0.21966277522051314,0.0749540627002716,-0.23799479007720947,-0.09518647653067092,0.0882667601108551,-0.38300037384033203,-0.14343294960463027,0.08023181557655334,-0.4813690781593323,-0.1843482301851509,0.0801784098148346,-0.5642923712730408,-0.20837520522081832,0.005018889904022217,-0.22874438762664795,-0.0867367954274414,-0.015241533517837524,-0.3619192838668823,-0.15396680396997908,-0.0354001522064209,-0.4468398094177246,-0.2031368808170555,-0.0417618453502655,-0.5214753448963165,-0.2305295513292549,-0.05566713213920593,-0.19124674797058105,-0.0817529754062889,-0.08328250050544739,-0.232092022895813,-0.15560897153818587,-0.08250615000724792,-0.1965762972831726,-0.17926398378813246,-0.07315582036972046,-0.15801960229873657,-0.18595758539640883
W,0.0,0.0,0.0,0.05739015340805054,-0.014535963535308838,-0.09359893496650784,0.0703921914100647,-0.09127980470657349,-0.13172985907215207,-0.01510012149810791,-0.1701587438583374,-0.1516626208605203,-0.08339446783065796,-0.22598886489868164,-0.17170213456768124,0.15145403146743774,-0.22385931015014648,-0.10368660386222928,0.18553632497787476,-0.3658815920352936,-0.14862308200019925,0.19735044240951538,-0.45677709579467773,-0.18118661935943692,0.20611965656280518,-0.5345774292945862,-0.20461975331920712,0.07508176565170288,-0.24319636821746826,-0.08643885250705807,0.08582180738449097,-0.38762038946151733,-0.12983396943229764,0.07663673162460327,-0.4838753938674927,-0.16980080600399106,0.07558798789978027,-0.5638091862201691,-0.19381663497108548,0.0049169957637786865,-0.23334908485412598,-0.0749845385136041,-0.017054975032806396,-0.3694876730442047,-0.1389561175884637,-0.03630584478378296,-0.45357590913772583,-0.18907939191478818,-0.04332238435745239,-0.5280055403709412,-0.21752067204135983,-0.056420981884002686,-0.1966800093650818,-0.06728720213789074,-0.0824529230594635,-0.2425975799560547,-0.1395720719875726,-0.08012980222702026,-0.20854514837265015,-0.16418269570488064,-0.07235819101333618,-0.17138999700546265,-0.1719214051546487
W,0.0,0.0,0.0,0.056359320878982544,-0.018321514129638672,-0.09029246185525608,0.06624701619148254,-0.09947258234024048,-0.12169388000472736,-0.010099023580551147,-0.17961925268173218,-0.13505043153270435,-0.07532894611358643,-0.23480558395385742,-0.1477189815472002,0.15216955542564392,-0.23469144105911255,-0.09326130960687351,0.18451711535453796,-0.3787069320678711,-0.1349003619383211,0.19655093550682068,-0.4681848883628845,-0.1648165888021822,0.2071574628353119,-0.5446524322032928,-0.18599030439361286,0.0776151716709137,-0.2537027597427368,-0.07576061104043674,0.08870497345924377,-0.39862197637557983,-0.1159184730480547,0.08136966824531555,-0.4943748712539673,-0.15292969409927082,0.08403965830802917,-0.5733571648597717,-0.1745126700828905,0.00865975022315979,-0.2439984679222107,-0.06488607142671299,-0.0116024911403656,-0.3808400630950928,-0.12691417400344562,-0.0325256884098053,-0.4654827117919922,-0.17698262695773792,-0.039777904748916626,-0.541334480047226,-0.20472569827541065,-0.04972013831138611,-0.20520460605621338,-0.05782245163425159,-0.07853874564170837,-0.25521397590637207,-0.12746883992656421,-0.07996764779090881,-0.2231869101524353,-0.15153302316173267,-0.07475852966308594,-0.18712550401687622,-0.15891687635883045
